GDAY_DS,T_ID,P_ID,ENTRY_YN
20170331,LG,60100,N
20170331,LG,60105,N
20170331,LG,60140,Y
20170331,SS,60146,Y
20170331,LG,60164,N
20170331,LG,60181,Y
20170331,OB,60255,N
20170331,NC,60263,Y
20170331,KT,60264,Y
20170331,SK,60337,N
20170331,WO,60339,Y
20170331,KT,60343,Y
20170331,OB,60441,N
20170331,SS,60456,Y
20170331,SS,60457,N
20170331,SS,60464,N
20170331,KT,60496,N
20170331,LT,60523,Y
20170331,LT,60558,Y
20170331,LT,60559,Y
20170331,NC,60566,Y
20170331,HT,60605,N
20170331,HT,60634,N
20170331,HT,60636,Y
20170331,HT,60648,Y
20170331,HT,60658,Y
20170331,HH,60667,N
20170331,HT,60693,N
20170331,HH,60713,N
20170331,SS,60724,N
20170331,HH,60757,N
20170331,HH,60764,N
20170331,HH,60768,N
20170331,HH,60805,N
20170331,SK,60841,N
20170331,SK,60845,Y
20170331,KT,60848,N
20170331,KT,60865,N
20170331,LG,60949,N
20170331,LG,61101,N
20170331,LG,61102,Y
20170331,SS,61104,Y
20170331,LG,61114,N
20170331,LG,61156,N
20170331,LG,61186,Y
20170331,SS,61197,Y
20170331,LT,61204,Y
20170331,OB,61208,Y
20170331,OB,61214,Y
20170331,OB,61215,Y
20170331,OB,61240,Y
20170331,LG,61329,N
20170331,WO,61353,Y
20170331,SK,61360,N
20170331,SS,61365,Y
20170331,WO,61366,N
20170331,WO,61396,Y
20170331,SS,61404,Y
20170331,SS,61411,Y
20170331,WO,61456,N
20170331,SS,61457,N
20170331,SS,61463,N
20170331,LT,61554,N
20170331,SK,61557,N
20170331,LT,61591,Y
20170331,HT,61643,Y
20170331,HT,61652,N
20170331,HT,61666,Y
20170331,HH,61700,Y
20170331,SS,61742,N
20170331,HT,61743,N
20170331,SK,61869,Y
20170331,LG,61891,N
20170331,SK,61895,Y
20170331,KT,61929,N
20170331,HT,62007,N
20170331,NC,62016,Y
20170331,SK,62056,N
20170331,LG,62146,Y
20170331,LG,62147,N
20170331,LG,62164,Y
20170331,OB,62234,Y
20170331,OB,62244,Y
20170331,KT,62265,N
20170331,WO,62322,Y
20170331,WO,62332,Y
20170331,WO,62338,N
20170331,WO,62353,Y
20170331,WO,62363,Y
20170331,SS,62404,Y
20170331,SS,62406,N
20170331,SS,62415,Y
20170331,LG,62463,N
20170331,SS,62499,N
20170331,LT,62528,Y
20170331,LT,62556,Y
20170331,LT,62559,Y
20170331,LT,62595,N
20170331,HT,62637,Y
20170331,HT,62648,N
20170331,HT,62696,N
20170331,LG,62698,Y
20170331,HH,62700,N
20170331,HT,62754,Y
20170331,HH,62768,Y
20170331,HH,62797,N
20170331,SK,62802,Y
20170331,SK,62864,Y
20170331,SK,62868,N
20170331,SK,62869,N
20170331,SK,62892,N
20170331,SK,62893,N
20170331,SK,62895,Y
20170331,NC,62907,N
20170331,NC,62908,N
20170331,NC,62917,N
20170331,NC,62921,N
20170331,NC,62925,N
20170331,NC,62926,N
20170331,NC,62927,N
20170331,NC,62929,N
20170331,NC,62934,Y
20170331,WO,62937,Y
20170331,NC,62947,Y
20170331,NC,62951,Y
20170331,NC,62966,N
20170331,SS,63027,N
20170331,LG,63077,Y
20170331,KT,63088,N
20170331,LG,63111,N
20170331,LG,63123,N
20170331,LG,63148,N
20170331,OB,63248,N
20170331,OB,63257,Y
20170331,OB,63260,N
20170331,WO,63339,N
20170331,WO,63342,N
20170331,WO,63360,N
20170331,KT,63450,Y
20170331,SS,63464,N
20170331,LT,63512,N
20170331,LT,63550,N
20170331,LT,63593,N
20170331,HT,63619,N
20170331,HT,63634,Y
20170331,HT,63636,N
20170331,HT,63704,Y
20170331,HT,63722,Y
20170331,HH,63765,N
20170331,SK,63894,N
20170331,LG,63913,Y
20170331,NC,63920,Y
20170331,NC,63938,N
20170331,NC,63950,Y
20170331,NC,63959,Y
20170331,NC,63961,N
20170331,NC,63963,Y
20170331,KT,64001,Y
20170331,KT,64006,Y
20170331,KT,64017,Y
20170331,LT,64021,N
20170331,LT,64022,N
20170331,KT,64029,N
20170331,KT,64041,N
20170331,HH,64086,Y
20170331,LG,64100,N
20170331,LG,64115,N
20170331,LG,64153,Y
20170331,OB,64204,N
20170331,OB,64255,N
20170331,OB,64259,N
20170331,OB,64266,N
20170331,OB,64267,N
20170331,OB,64288,N
20170331,WO,64300,Y
20170331,WO,64346,N
20170331,WO,64350,N
20170331,WO,64396,N
20170331,SS,64462,N
20170331,SS,64464,N
20170331,SS,64498,N
20170331,LT,64557,N
20170331,LT,64596,N
20170331,SS,64610,Y
20170331,HH,64706,N
20170331,HH,64717,N
20170331,HH,64724,N
20170331,HH,64759,N
20170331,HH,64760,N
20170331,LT,64764,N
20170331,SS,64793,N
20170331,SK,64861,N
20170331,SK,64868,Y
20170331,NC,64907,N
20170331,NC,64944,Y
20170331,NC,64995,N
20170331,KT,65040,N
20170331,KT,65042,N
20170331,KT,65044,N
20170331,KT,65056,Y
20170331,KT,65057,N
20170331,KT,65058,Y
20170331,KT,65060,N
20170331,KT,65062,Y
20170331,NC,65064,Y
20170331,KT,65067,Y
20170331,KT,65096,N
20170331,LG,65103,Y
20170331,LG,65115,N
20170331,OB,65264,N
20170331,OB,65293,N
20170331,WO,65320,N
20170331,KT,65331,Y
20170331,WO,65343,N
20170331,WO,65345,N
20170331,WO,65348,Y
20170331,WO,65357,N
20170331,WO,65362,N
20170331,WO,65368,N
20170331,WO,65392,N
20170331,WO,65399,Y
20170331,SS,65405,N
20170331,SS,65412,N
20170331,SS,65447,N
20170331,SK,65464,N
20170331,LT,65506,N
20170331,LT,65509,N
20170331,LT,65513,N
20170331,LT,65514,N
20170331,LT,65516,Y
20170331,LT,65546,Y
20170331,HT,65653,N
20170331,HT,65696,N
20170331,HH,65764,N
20170331,HH,65769,N
20170331,SK,65844,N
20170331,SK,65856,Y
20170331,SK,65896,N
20170331,WO,65898,N
20170331,NC,65933,Y
20170331,KT,66005,N
20170331,KT,66023,N
20170331,KT,66047,N
20170331,KT,66052,N
20170331,LG,66112,N
20170331,LG,66138,N
20170331,LG,66145,N
20170331,LG,66160,N
20170331,LG,66162,N
20170331,OB,66201,N
20170331,OB,66203,N
20170331,OB,66207,N
20170331,OB,66209,Y
20170331,OB,66226,Y
20170331,OB,66244,Y
20170331,WO,66306,Y
20170331,WO,66354,N
20170331,WO,66357,N
20170331,WO,66359,N
20170331,WO,66367,N
20170331,WO,66397,N
20170331,WO,66398,N
20170331,WO,66399,N
20170331,SS,66409,N
20170331,SS,66444,N
20170331,SS,66451,N
20170331,SS,66462,N
20170331,SS,66469,N
20170331,SS,66492,Y
20170331,SS,66493,N
20170331,LT,66504,N
20170331,LT,66508,Y
20170331,LT,66563,N
20170331,LT,66565,N
20170331,LT,66569,N
20170331,HT,66606,Y
20170331,HT,66614,N
20170331,HT,66615,N
20170331,HT,66630,N
20170331,HT,66643,Y
20170331,HT,66657,N
20170331,HT,66659,N
20170331,HT,66662,N
20170331,HH,66702,Y
20170331,HH,66705,N
20170331,HH,66710,N
20170331,HH,66740,Y
20170331,HH,66741,N
20170331,HH,66749,Y
20170331,SK,66801,N
20170331,SK,66804,N
20170331,SK,66833,N
20170331,SK,66838,Y
20170331,SK,66858,N
20170331,SK,66859,Y
20170331,SK,66864,N
20170331,NC,66917,N
20170331,NC,66920,Y
20170331,NC,66928,N
20170331,NC,66960,N
20170331,NC,66965,Y
20170331,NC,66968,Y
20170331,NC,66992,N
20170331,KT,67005,Y
20170331,KT,67024,Y
20170331,KT,67033,Y
20170331,KT,67045,N
20170331,KT,67048,N
20170331,KT,67066,N
