GDAY_DS,T_ID,P_ID,ENTRY_YN
20190323,HH,60100,N
20190323,LG,60140,Y
20190323,SS,60146,Y
20190323,LG,60181,N
20190323,HH,60184,N
20190323,NC,60263,Y
20190323,SS,60288,N
20190323,WO,60336,N
20190323,KT,60337,N
20190323,NC,60339,N
20190323,KT,60343,Y
20190323,LT,60523,Y
20190323,KT,60558,Y
20190323,LT,60559,N
20190323,NC,60566,Y
20190323,HT,60605,N
20190323,HT,60634,N
20190323,HT,60648,N
20190323,HH,60757,N
20190323,KT,60764,N
20190323,HH,60768,Y
20190323,HH,60805,N
20190323,SK,60841,N
20190323,LG,60845,N
20190323,LG,61101,Y
20190323,LG,61102,Y
20190323,OB,61104,Y
20190323,LG,61114,N
20190323,LG,61145,Y
20190323,LG,61186,Y
20190323,SS,61197,Y
20190323,LT,61204,N
20190323,OB,61208,Y
20190323,OB,61214,Y
20190323,WO,61268,Y
20190323,OB,61295,N
20190323,NC,61329,Y
20190323,SK,61353,Y
20190323,OB,61360,N
20190323,SS,61365,Y
20190323,SS,61404,Y
20190323,WO,61456,N
20190323,SS,61457,Y
20190323,HH,61554,Y
20190323,LT,61565,N
20190323,LT,61566,N
20190323,LT,61591,N
20190323,HT,61643,N
20190323,SK,61652,N
20190323,HT,61666,N
20190323,HH,61700,N
20190323,KT,61743,N
20190323,HH,61767,N
20190323,SK,61869,Y
20190323,SK,61895,Y
20190323,SK,61896,N
20190323,LG,61962,N
20190323,NC,62025,Y
20190323,SK,62056,N
20190323,LG,62146,N
20190323,SK,62160,N
20190323,LG,62164,Y
20190323,OB,62234,Y
20190323,OB,62242,Y
20190323,OB,62244,Y
20190323,OB,62263,N
20190323,HT,62265,N
20190323,OB,62294,N
20190323,WO,62353,Y
20190323,WO,62356,Y
20190323,WO,62360,Y
20190323,WO,62363,Y
20190323,SS,62404,Y
20190323,SS,62409,Y
20190323,SS,62415,Y
20190323,SS,62499,N
20190323,LT,62528,Y
20190323,LT,62556,Y
20190323,LT,62558,Y
20190323,LT,62595,N
20190323,HH,62611,Y
20190323,HT,62637,N
20190323,HT,62648,Y
20190323,LT,62655,N
20190323,HT,62668,N
20190323,HH,62700,Y
20190323,HT,62754,N
20190323,HH,62770,N
20190323,HH,62797,Y
20190323,SK,62802,Y
20190323,HT,62864,Y
20190323,SK,62869,N
20190323,SK,62884,Y
20190323,HT,62893,Y
20190323,SK,62895,Y
20190323,NC,62907,N
20190323,HT,62908,Y
20190323,NC,62920,N
20190323,NC,62921,Y
20190323,NC,62925,Y
20190323,NC,62929,N
20190323,NC,62931,Y
20190323,NC,62934,Y
20190323,WO,62937,Y
20190323,NC,62947,N
20190323,OB,62951,Y
20190323,KT,63088,N
20190323,LG,63103,N
20190323,KT,63104,N
20190323,LG,63111,N
20190323,SK,63123,Y
20190323,LG,63145,N
20190323,OB,63202,Y
20190323,OB,63248,Y
20190323,OB,63257,N
20190323,NC,63260,Y
20190323,WO,63342,Y
20190323,WO,63348,N
20190323,LG,63360,N
20190323,OB,63440,N
20190323,KT,63448,N
20190323,KT,63450,N
20190323,LT,63512,N
20190323,LT,63543,Y
20190323,OB,63559,N
20190323,LT,63593,N
20190323,WO,63619,N
20190323,HT,63628,Y
20190323,HT,63638,N
20190323,HH,63700,N
20190323,SK,63704,Y
20190323,HT,63722,Y
20190323,HH,63749,N
20190323,HH,63765,N
20190323,HH,63791,N
20190323,SK,63895,N
20190323,NC,63903,N
20190323,NC,63936,N
20190323,NC,63950,Y
20190323,WO,63960,N
20190323,NC,63963,Y
20190323,NC,63991,Y
20190323,KT,64004,Y
20190323,KT,64006,Y
20190323,KT,64007,Y
20190323,KT,64011,N
20190323,KT,64012,Y
20190323,KT,64014,N
20190323,LT,64021,N
20190323,LT,64022,Y
20190323,KT,64029,N
20190323,KT,64047,N
20190323,WO,64051,N
20190323,OB,64086,N
20190323,LG,64117,N
20190323,LG,64155,N
20190323,LG,64164,N
20190323,KT,64166,Y
20190323,SS,64266,N
20190323,WO,64300,Y
20190323,WO,64340,N
20190323,WO,64346,Y
20190323,WO,64350,N
20190323,SS,64407,N
20190323,SS,64410,Y
20190323,SS,64464,N
20190323,SS,64468,N
20190323,SS,64469,N
20190323,SS,64493,N
20190323,SS,64499,N
20190323,LT,64501,N
20190323,LT,64504,Y
20190323,HH,64554,N
20190323,HT,64560,Y
20190323,LT,64565,Y
20190323,HT,64602,N
20190323,HT,64646,N
20190323,HT,64657,Y
20190323,HH,64717,Y
20190323,LT,64718,N
20190323,HH,64724,N
20190323,HH,64759,Y
20190323,HH,64760,N
